cell_id,dim1,dim2,dim3,library,phase,fucci_time_hrs
SRR11286672,0.088759854,0.7455003000000001,0.6605687,U2OS,G1,3.992981
SRR11286673,0.46865535,-0.79478836,0.38558236,U2OS,G2M,19.023884
SRR11286674,0.22451174,0.014141039,0.9743689,U2OS,G1,1.9837740000000001
SRR11286675,0.31441808,-0.8469519,0.42873484,U2OS,G2M,18.616956
SRR11286676,-0.05713412,-0.91513354,0.39908165,U2OS,G2M,17.853966
SRR11286677,0.9548886000000001,0.15671384,-0.25224692,U2OS,S,14.293346
SRR11286678,-0.26997966,-0.07231442,0.9601466000000001,U2OS,G1,3.280857
SRR11286679,0.22048491,-0.7649784000000001,0.6051401,U2OS,G2M,16.862079
SRR11286680,0.7384123,0.30672446,-0.60055596,U2OS,S,9.232178999999999
SRR11286681,0.94010645,-0.1724332,-0.29405203,U2OS,S,14.903738
SRR11286683,0.97141045,-0.08049922,-0.22334152,U2OS,S,15.488697
SRR11286684,0.9881179,0.09417214,-0.12146925,U2OS,S,13.657521
SRR11286685,0.8078470999999999,-0.3916668,-0.44043180000000004,U2OS,S,13.047129
SRR11286686,0.9157768000000001,-0.3301789,-0.22876781,U2OS,S,14.802006
SRR11286687,0.98222566,-0.18580255,0.02664719,U2OS,S,14.725706999999998
SRR11286688,-0.23493728,0.9676734,-0.09171976,U2OS,G1,3.102826
SRR11286689,0.8269699,-0.5622423000000001,0.0020736775,U2OS,G2M,22.686235999999997
SRR11286690,0.29561663,-0.83949935,0.45590743,U2OS,G2M,19.812307
SRR11286691,-0.7689551,0.027156802,-0.6387258000000001,U2OS,G1-G0 transition,5.086600000000002
SRR11286693,0.89869153,-0.43484706,-0.057109438,U2OS,G2M,24.568278
SRR11286694,0.813519,0.2993362,-0.49858272,U2OS,S,9.766272
SRR11286695,0.33373272,0.74617606,0.576059,U2OS,G1,5.671558999999999
SRR11286696,0.1250027,0.028168947000000003,0.99175644,U2OS,G1,0.8647220000000001
SRR11286697,-0.1816188,0.15396187,0.97124165,U2OS,G1,3.4843210000000004
SRR11286698,-0.5233926999999999,0.6869715000000001,-0.5041133,U2OS,G1-G0 transition,5.8750230000000006
SRR11286699,0.96486706,0.13839495,-0.22333461,U2OS,S,13.555789
SRR11286700,0.43090448,0.56559783,0.70315033,U2OS,G1,3.81495
SRR11286702,0.8033281999999999,0.042784844,-0.5939977,U2OS,S,11.648314
SRR11286703,-0.008927441,0.5902361999999999,0.8071813,U2OS,G1,3.535187
SRR11286704,0.3417692,0.2727405,0.89933664,U2OS,G1,2.441568
SRR11286705,0.6353103,0.7496205,-0.18560681,U2OS,S,9.944303
SRR11286706,0.9416584000000001,0.023448119,-0.33575255,U2OS,S,14.089882000000001
SRR11286707,0.9414005999999999,0.25825012,-0.21696071,U2OS,S,14.802006
SRR11286708,-0.98369974,-0.0291913,-0.17743349,U2OS,G1-G0 transition,3.128259
SRR11286709,0.5886942,0.62026906,-0.51836795,U2OS,S,9.842571000000001
SRR11286711,0.89308625,-0.38886744,-0.22622772,U2OS,S,14.242479999999999
SRR11286712,0.47617245,-0.6742398000000001,0.5645,U2OS,G2M,24.441113
SRR11286713,0.32540718,0.16695516,0.93071806,U2OS,G1,2.238104
SRR11286714,0.74411285,0.58260596,-0.3269043,U2OS,S,10.630994
SRR11286715,-0.07096487,-0.28346157,0.9563543,U2OS,G1,1.169918
SRR11286716,0.71847504,-0.60669315,-0.3401721,U2OS,G2M,22.024978
SRR11286717,0.13629228,-0.68173707,0.7187899999999999,U2OS,G2M,22.991432
SRR11286718,0.41099063,0.63484854,0.65425843,U2OS,G1,1.678578
SRR11286719,0.7051566999999999,-0.7035461,-0.08818772400000001,U2OS,G2M,19.507111
SRR11286722,0.09973401,0.91866,0.38225263,U2OS,G1,4.57794
SRR11286723,0.43925607,-0.7787271,0.44792664,U2OS,G2M,19.456245000000003
SRR11286724,0.7658482,0.37817836,-0.52005535,U2OS,S,10.656427
SRR11286725,0.94822973,0.044189975,-0.31449595,U2OS,S,12.919964
SRR11286726,0.78071326,-0.58581334,0.21750748,U2OS,G2M,23.194896
SRR11286727,0.19200878,-0.87067306,0.45283654,U2OS,G2M,18.05743
SRR11286728,-0.19651684,-0.09475424,0.97591126,U2OS,G1,0.559526
SRR11286729,0.11384652599999999,-0.058413636,0.9917796,U2OS,G1,0.8901549999999999
SRR11286730,0.43498892,-0.7534206,0.49309444,U2OS,G2M,19.634276
SRR11286731,-0.71168363,-0.36586929999999995,-0.59970504,U2OS,G1-G0 transition,6.078487
SRR11286732,-0.82447684,0.3728087,0.42573652,U2OS,G1-G0 transition,3.128259
SRR11286733,0.8351985000000001,0.26458374,-0.48211930000000003,U2OS,S,11.19052
SRR11286734,0.9391724,-0.16547379,-0.30095488,U2OS,S,15.666727999999999
SRR11286735,0.5183095999999999,-0.81545067,0.25767332,U2OS,S,15.463264
SRR11286737,-0.3885907,0.49732283,0.77567214,U2OS,G1,1.653145
SRR11286738,0.9328280000000001,-0.3471475,-0.09654304,U2OS,S,14.267913000000002
SRR11286739,0.9344652,-0.3180187,-0.16012208,U2OS,S,11.648314
SRR11286740,0.99497616,0.06928731,-0.07226104,U2OS,S,12.691067
SRR11286741,0.5151949,-0.7913913,0.32904977,U2OS,G2M,23.550957999999998
SRR11286742,0.091747835,-0.10897047,0.98980176,U2OS,G1,2.619599
SRR11286743,0.2771792,0.94395816,0.17920575,U2OS,G1,7.324704
