,Feature,Class,AbsoluteSHAPValue
631,CA11,G1,0.0007462513810232173
632,CA11,G1-G0 transition,0.0006964418032831582
633,CA11,G2M,0.00024357529894103563
634,CA11,S,0.0003385656536051817
635,CABCOCO1,G0,0.00033942831601945097
636,CABCOCO1,G1,0.0006250387157932297
637,CABCOCO1,G1-G0 transition,0.00062491370384487
638,CABCOCO1,G2M,0.00018067807787322795
639,CABCOCO1,S,0.00028223314386263833
640,CABP1,G0,0.00034464350756279166
641,CABP1,G1,0.0007629478299829318
642,CABP1,G1-G0 transition,0.0006606420015072957
643,CABP1,G2M,0.0002276513208942583
644,CABP1,S,0.00032963295304423235
645,CACNG4,G0,0.0003073888819733425
646,CACNG4,G1,0.0006008624098981041
647,CACNG4,G1-G0 transition,0.0006107302183014184
648,CACNG4,G2M,0.0002221907987233438
649,CACNG4,S,0.00027888446001120883
650,CADM2,G0,0.00029596758709315096
651,CADM2,G1,0.0006368980149022897
652,CADM2,G1-G0 transition,0.0006294898550137632
653,CADM2,G2M,0.00020740294146399422
654,CADM2,S,0.00043410290868928355
655,CAGE1,G0,0.00022009621756112417
656,CAGE1,G1,0.0005740211043069781
657,CAGE1,G1-G0 transition,0.0006185701389139791
658,CAGE1,G2M,0.0001740597953530843
659,CAGE1,S,0.00034707095065798706
660,CALY,G0,0.00033468863372801676
661,CALY,G1,0.0005964846840035506
662,CALY,G1-G0 transition,0.0005817837312200098
663,CALY,G2M,0.0002020914723437983
664,CALY,S,0.00028566317009442863
665,CAMKK1,G0,0.00024785657780462535
666,CAMKK1,G1,0.0006821484767249351
667,CAMKK1,G1-G0 transition,0.0009280191852850672
668,CAMKK1,G2M,0.00034255262498212685
669,CAMKK1,S,0.0003923792202779519
670,CARD9,G0,0.0002730497222596316
671,CARD9,G1,0.0006969232911703601
672,CARD9,G1-G0 transition,0.0006141336637187523
673,CARD9,G2M,0.00024365555353757242
674,CARD9,S,0.0002628460264765642
675,CATSPERD,G0,0.00028693779147841164
676,CATSPERD,G1,0.0004890226021743885
677,CATSPERD,G1-G0 transition,0.0006396958439985781
678,CATSPERD,G2M,0.0002180812568366578
679,CATSPERD,S,0.00028283951325017327
680,CATSPERG,G0,0.0002798793851292768
681,CATSPERG,G1,0.0006423521214363346
682,CATSPERG,G1-G0 transition,0.0007291908077937775
683,CATSPERG,G2M,0.0001657837784492817
684,CATSPERG,S,0.00027944345907907547
685,CBLN3,G0,0.00018910393493982443
686,CBLN3,G1,0.000668154880460232
687,CBLN3,G1-G0 transition,0.0006224519429584672
688,CBLN3,G2M,0.00020039536698380011
689,CBLN3,S,0.0001866907602641022
690,CBY3,G0,0.0
691,CBY3,G1,0.0
692,CBY3,G1-G0 transition,0.0
693,CBY3,G2M,0.0
694,CBY3,S,0.0
695,CCDC13,G0,0.00028308090234687973
696,CCDC13,G1,0.0006246948331258625
697,CCDC13,G1-G0 transition,0.0006533765285527745
698,CCDC13,G2M,0.00022624151122969713
699,CCDC13,S,0.0003675676789301459
700,CCDC146,G0,0.00029101180873107417
701,CCDC146,G1,0.0006163719975485685
702,CCDC146,G1-G0 transition,0.0007128100496481905
703,CCDC146,G2M,0.00021482162682475133
704,CCDC146,S,0.00028188994579697867
705,CCDC15,G0,0.0002874267582204392
706,CCDC15,G1,0.0007250849405821685
707,CCDC15,G1-G0 transition,0.0005995900124118456
708,CCDC15,G2M,0.00022218300493635014
709,CCDC15,S,0.00043738241135765675
710,CCDC160,G0,0.00022233829050593318
711,CCDC160,G1,0.000507846458680813
712,CCDC160,G1-G0 transition,0.0008082993536008199
713,CCDC160,G2M,0.00020659077276351535
714,CCDC160,S,0.00020190864477161811
715,CCDC168,G0,0.00022991019376283878
716,CCDC168,G1,0.0005724699866078223
717,CCDC168,G1-G0 transition,0.0006241692278020895
718,CCDC168,G2M,0.00023803123826545336
719,CCDC168,S,0.00023007184135497106
720,CCDC184,G0,0.000375339815166188
721,CCDC184,G1,0.0005832916722497204
722,CCDC184,G1-G0 transition,0.0005002919618766391
723,CCDC184,G2M,0.00020689279369663234
724,CCDC184,S,0.0002909993280041131
725,CCDC190,G0,0.000261068353603525
726,CCDC190,G1,0.0007279707733246542
727,CCDC190,G1-G0 transition,0.0006296648643222909
728,CCDC190,G2M,0.0001632620121670012
729,CCDC190,S,0.000354662505973596
730,CCDC68,G0,0.0003260759097777741
731,CCDC68,G1,0.0006736318967925498
732,CCDC68,G1-G0 transition,0.0006631430200733044
733,CCDC68,G2M,0.00019850626003700968
734,CCDC68,S,0.00038095727567137946
735,CCDC69,G0,0.00041798023900763885
736,CCDC69,G1,0.00061666986945285
737,CCDC69,G1-G0 transition,0.0006670475594725476
738,CCDC69,G2M,0.00020794888006751174
739,CCDC69,S,0.00022964071182822462
740,CCDC78,G0,0.00025803903516881437
741,CCDC78,G1,0.0004559324285957789
742,CCDC78,G1-G0 transition,0.0007460900895320266
743,CCDC78,G2M,0.00023508819286607144
744,CCDC78,S,0.00032700689795306376
745,CCDC85A,G0,0.00022966952568076798
746,CCDC85A,G1,0.0006295368562128873
747,CCDC85A,G1-G0 transition,0.0005597323159450945
748,CCDC85A,G2M,0.00021473887252015778
749,CCDC85A,S,0.00030357458842818707
750,CCDC89,G0,0.00035960751865571133
751,CCDC89,G1,0.0005870740014565847
752,CCDC89,G1-G0 transition,0.0007727929818522304
753,CCDC89,G2M,0.00017153110027337155
754,CCDC89,S,0.00038252481815831966
755,CCER2,G0,0.0001551775317349539
756,CCER2,G1,0.0005836616533701377
757,CCER2,G1-G0 transition,0.0006551284771957729
758,CCER2,G2M,0.00021082427409587143
759,CCER2,S,0.0003473909418376857
760,CCL28,G0,0.0002538445685541681
761,CCL28,G1,0.0005293882224021409
762,CCL28,G1-G0 transition,0.0005473404196022799
763,CCL28,G2M,0.00023263569145227998
764,CCL28,S,0.00021929438602991404
765,CCN4,G0,0.00024154475270099358
766,CCN4,G1,0.0006174903278249587
767,CCN4,G1-G0 transition,0.0005424962014744988
768,CCN4,G2M,0.00024457119786271955
769,CCN4,S,0.00024487586696457335
770,CCNA1,G0,0.00027542355337611767
771,CCNA1,G1,0.0005186842074767205
772,CCNA1,G1-G0 transition,0.0005373064317831928
773,CCNA1,G2M,0.00021310624046985317
774,CCNA1,S,0.00024546877985756225
775,CCNA2,G0,0.0016067829399764699
776,CCNA2,G1,0.002662579177999763
777,CCNA2,G1-G0 transition,0.005457701206724456
778,CCNA2,G2M,0.002636272844265023
779,CCNA2,S,0.002290932763991124
780,CCNB1,G0,0.008435575903649755
781,CCNB1,G1,0.014015646821107987
782,CCNB1,G1-G0 transition,0.00301633438612263
783,CCNB1,G2M,0.0035412636847421235
784,CCNB1,S,0.006340065188994107
785,CCNB2,G0,0.0020909095646677385
786,CCNB2,G1,0.009244884548611776
787,CCNB2,G1-G0 transition,0.0025673004655675266
788,CCNB2,G2M,0.003125728680993198
789,CCNB2,S,0.006624485096813406
790,CCNE1,G0,0.0007566275766089184
791,CCNE1,G1,0.0010512961588645163
792,CCNE1,G1-G0 transition,0.0011009676531540374
793,CCNE1,G2M,0.0019879390071485085
794,CCNE1,S,0.0015180978032043825
795,CCNE2,G0,0.0006224952755279461
796,CCNE2,G1,0.0011310347371725248
797,CCNE2,G1-G0 transition,0.001109390988232526
798,CCNE2,G2M,0.0007627788707167108
799,CCNE2,S,0.000622421745303945
800,CCNF,G0,0.0005823102411290566
801,CCNF,G1,0.004340607675995567
802,CCNF,G1-G0 transition,0.0017674982384803075
803,CCNF,G2M,0.004783377193314592
804,CCNF,S,0.0009339525958681665
805,CCR1,G0,0.0
806,CCR1,G1,0.0
807,CCR1,G1-G0 transition,0.0
808,CCR1,G2M,0.0
809,CCR1,S,0.0
810,CCSAP,G0,0.0002515785119302237
811,CCSAP,G1,0.0007277502007700797
812,CCSAP,G1-G0 transition,0.0006177340373406466
813,CCSAP,G2M,0.00025484251475573063
814,CCSAP,S,0.0003729127074536057
815,CD14,G0,0.00028384657515135626
816,CD14,G1,0.0006000548722083294
817,CD14,G1-G0 transition,0.0006166146506520809
818,CD14,G2M,0.0001963840464973076
819,CD14,S,0.00018253344246818025
820,CD180,G0,0.00032853545080421294
821,CD180,G1,0.000571818668125088
822,CD180,G1-G0 transition,0.0006653116421652459
823,CD180,G2M,0.0001983236038941159
824,CD180,S,0.00028253865001743326
825,CD24,G0,0.007387540003620195
826,CD24,G1,0.004077556249913969
827,CD24,G1-G0 transition,0.0040345470642333195
828,CD24,G2M,0.0010337807008058391
829,CD24,S,0.0036215265958379687
830,CD247,G0,0.00019367138845352976
831,CD247,G1,0.0006028850480731534
832,CD247,G1-G0 transition,0.0004773387481830522
833,CD247,G2M,0.00023668267671045308
834,CD247,S,0.0003173712493565691
835,CD37,G0,0.00031867187271256755
836,CD37,G1,0.0005213537453745231
837,CD37,G1-G0 transition,0.0005669593975296909
838,CD37,G2M,0.00017038281889015706
839,CD37,S,0.00028231764989222974
840,CD79A,G0,0.00023214543827974177
841,CD79A,G1,0.0007300976741482458
842,CD79A,G1-G0 transition,0.0004977322048891788
843,CD79A,G2M,0.00020969487890275297
844,CD79A,S,0.0003119879689603322
845,CDC20,G0,0.005720516624827174
846,CDC20,G1,0.008353527603014239
847,CDC20,G1-G0 transition,0.003408787467291184
848,CDC20,G2M,0.0026849755869155236
849,CDC20,S,0.0038037444258871033
850,CDC25A,G0,0.00024912300606860793
851,CDC25A,G1,0.0006481981194313807
852,CDC25A,G1-G0 transition,0.0005964056409819324
853,CDC25A,G2M,0.0003222154407521296
854,CDC25A,S,0.00035049642840548464
855,CDC25C,G0,0.0002954004359268262
856,CDC25C,G1,0.0007203164557604417
857,CDC25C,G1-G0 transition,0.0010817485386730291
858,CDC25C,G2M,0.00036087734601043234
859,CDC25C,S,0.0004188783538250311
860,CDC42EP2,G0,0.00035182316784098067
861,CDC42EP2,G1,0.0006283368497016557
862,CDC42EP2,G1-G0 transition,0.0007613700391810279
863,CDC42EP2,G2M,0.00010376185834685967
864,CDC42EP2,S,0.000302462506841256
865,CDC45,G0,0.005760252111434021
866,CDC45,G1,0.0015546825933310856
867,CDC45,G1-G0 transition,0.0022244133260660055
868,CDC45,G2M,0.0006657383484308709
869,CDC45,S,0.004073557217123691
870,CDC6,G0,0.0009952226892306277
871,CDC6,G1,0.001814404718715392
872,CDC6,G1-G0 transition,0.002021010790865805
873,CDC6,G2M,0.0018873750618811742
874,CDC6,S,0.002241411529107065
875,CDCA2,G0,0.000461312247426323
876,CDCA2,G1,0.001972132200610306
877,CDCA2,G1-G0 transition,0.0024497281543502327
878,CDCA2,G2M,0.0029627768756860418
879,CDCA2,S,0.0011118457757292722
880,CDCA3,G0,0.0026847752817871396
881,CDCA3,G1,0.0037985273960300975
882,CDCA3,G1-G0 transition,0.0022191477149159328
883,CDCA3,G2M,0.0016150132859554457
884,CDCA3,S,0.0024617109271676783
885,CDCA7,G0,0.003955393962761604
886,CDCA7,G1,0.002683455104532141
887,CDCA7,G1-G0 transition,0.0021824352520917497
888,CDCA7,G2M,0.0008324011608908571
889,CDCA7,S,0.0005868199118031534
890,CDCA8,G0,0.0005909772724737792
891,CDCA8,G1,0.0012628623868343519
892,CDCA8,G1-G0 transition,0.004337771848259402
893,CDCA8,G2M,0.0028144083766164893
894,CDCA8,S,0.0006500186084228165
895,CDH15,G0,0.0002945765102789608
896,CDH15,G1,0.000689051296599608
897,CDH15,G1-G0 transition,0.0006859261105632205
898,CDH15,G2M,0.00029668394284365293
899,CDH15,S,0.0001677993551984933
900,CDHR4,G0,0.00017360875922150826
901,CDHR4,G1,0.0006294838152649247
902,CDHR4,G1-G0 transition,0.0005948140641813343
903,CDHR4,G2M,0.0001352647694809294
904,CDHR4,S,0.00032643709622608
905,CDK1,G0,0.0022317739899064405
906,CDK1,G1,0.01965489907607821
907,CDK1,G1-G0 transition,0.0074757786644662075
908,CDK1,G2M,0.015667119132338227
909,CDK1,S,0.009871380879901814
910,CDK15,G0,0.00024307456287463546
911,CDK15,G1,0.0006725993169201965
912,CDK15,G1-G0 transition,0.0005081976006326679
913,CDK15,G2M,0.00021508867850899242
914,CDK15,S,0.0002606184667462933
915,CDK5R2,G0,0.00021965652817871738
916,CDK5R2,G1,0.000492796435833217
917,CDK5R2,G1-G0 transition,0.0004354110850148906
918,CDK5R2,G2M,0.00019869209611045397
919,CDK5R2,S,0.00033543825376181253
920,CDKN1C,G0,0.0008040882926689223
921,CDKN1C,G1,0.0007225124486979838
922,CDKN1C,G1-G0 transition,0.0010858181616819238
923,CDKN1C,G2M,0.00018137022201903928
924,CDKN1C,S,0.0004697779951681838
925,CDKN2B,G0,0.0002565141806904646
926,CDKN2B,G1,0.0007666405921822513
927,CDKN2B,G1-G0 transition,0.0005674074241973224
928,CDKN2B,G2M,0.00021122534019159942
929,CDKN2B,S,0.00037371747058052515
930,CDKN2D,G0,0.00041964855240280064
931,CDKN2D,G1,0.0009327498975277411
932,CDKN2D,G1-G0 transition,0.0005952349912969919
933,CDKN2D,G2M,0.0005207548365663527
934,CDKN2D,S,0.00033550186348805394
935,CDNF,G0,0.00028096244795261033
936,CDNF,G1,0.0005425558069000287
937,CDNF,G1-G0 transition,0.0007029794799596386
938,CDNF,G2M,0.00020278404014163466
939,CDNF,S,0.0003285000771627706
940,CDRT4,G0,0.0002556784814622114
941,CDRT4,G1,0.0005250971652438746
942,CDRT4,G1-G0 transition,0.000552912595887194
943,CDRT4,G2M,0.0002347283292133229
944,CDRT4,S,0.00033046405353428333
945,CEBPA,G0,0.0003722048320497573
946,CEBPA,G1,0.0005784283928072155
947,CEBPA,G1-G0 transition,0.0006390681033785569
948,CEBPA,G2M,0.00018249049004451551
949,CEBPA,S,0.00017499894752340798
950,CEBPD,G0,0.0004842646628828277
951,CEBPD,G1,0.00069637838641844
952,CEBPD,G1-G0 transition,0.0007828502783617587
953,CEBPD,G2M,0.0003719695662745698
954,CEBPD,S,0.00044052969135800106
955,CELF5,G0,0.00027266906785875926
956,CELF5,G1,0.0005839375538610016
957,CELF5,G1-G0 transition,0.0005504618473942983
958,CELF5,G2M,0.0002239529005483582
959,CELF5,S,0.00028820460692007005
960,CEMIP,G0,0.00043051177919067787
961,CEMIP,G1,0.0006774108778591587
962,CEMIP,G1-G0 transition,0.0006357640503255685
963,CEMIP,G2M,0.0002927418685810044
964,CEMIP,S,0.00041442522269107067
965,CEND1,G0,0.00024004570876632735
966,CEND1,G1,0.0004918061838046073
967,CEND1,G1-G0 transition,0.0004526653146324587
968,CEND1,G2M,0.00014517945486496457
969,CEND1,S,0.00028756590295626693
970,CENPA,G0,0.000784960084264389
971,CENPA,G1,0.0012694043444575888
972,CENPA,G1-G0 transition,0.0023662277173162006
973,CENPA,G2M,0.0029212686199253475
974,CENPA,S,0.0015023621500198005
975,CENPC,G0,0.0003280244439907596
976,CENPC,G1,0.0007528521486545663
977,CENPC,G1-G0 transition,0.0005865908257371884
978,CENPC,G2M,0.00019208010498903422
979,CENPC,S,0.0002848083241872458
980,CENPE,G0,0.0047090835792329535
981,CENPE,G1,0.003968049460404623
982,CENPE,G1-G0 transition,0.0028691350403437644
983,CENPE,G2M,0.00340896157354236
984,CENPE,S,0.0020223974860162815
985,CENPF,G0,0.014729715193334991
986,CENPF,G1,0.011327122906030536
987,CENPF,G1-G0 transition,0.0028796959878116184
988,CENPF,G2M,0.005970710482020987
989,CENPF,S,0.005171235968708608
990,CENPI,G0,0.00040279837183175246
991,CENPI,G1,0.0007152877983141351
992,CENPI,G1-G0 transition,0.0006671831999960844
993,CENPI,G2M,0.0003411601330191338
994,CENPI,S,0.00032933535918038085
995,CENPL,G0,0.0004926570710735018
996,CENPL,G1,0.0008241353045803407
997,CENPL,G1-G0 transition,0.0005668626209214125
998,CENPL,G2M,0.0003417211069684342
999,CENPL,S,0.0005501628361227744
1000,CENPQ,G0,0.00037917785663223657
1001,CENPQ,G1,0.0006809891740052061
1002,CENPQ,G1-G0 transition,0.0005358376112394267
1003,CENPQ,G2M,0.00031409978900306625
1004,CENPQ,S,0.00028267070220864697
1005,CEP55,G0,0.0019100188623000568
1006,CEP55,G1,0.00400362525826244
1007,CEP55,G1-G0 transition,0.0007144671238213451
1008,CEP55,G2M,0.0013054397333747635
1009,CEP55,S,0.0010483463937105988
1010,CERS4,G0,0.000369735223257797
1011,CERS4,G1,0.0006980732533410478
1012,CERS4,G1-G0 transition,0.0007227782796992003
1013,CERS4,G2M,0.00020785396180528725
1014,CERS4,S,0.0003787771273235028
1015,CFAP299,G0,0.0002536431726350884
1016,CFAP299,G1,0.0004854647406383156
1017,CFAP299,G1-G0 transition,0.0005051242031436321
1018,CFAP299,G2M,0.00025456282479479145
1019,CFAP299,S,0.00023679299725884754
1020,CFAP61,G0,0.00023184715730634872
1021,CFAP61,G1,0.0007103512379283112
1022,CFAP61,G1-G0 transition,0.0006016403351764256
1023,CFAP61,G2M,0.00024644233459929384
1024,CFAP61,S,0.00032475837039796704
1025,CFB,G0,0.00019325444688107085
1026,CFB,G1,0.0005410074359073175
1027,CFB,G1-G0 transition,0.0005096926589066923
1028,CFB,G2M,0.0002129055091949051
1029,CFB,S,0.0002814344010250831
1030,CFTR,G0,0.00029346718915229344
1031,CFTR,G1,0.0005306541748059133
1032,CFTR,G1-G0 transition,0.0004995320938810422
1033,CFTR,G2M,0.0002014904471420017
1034,CFTR,S,0.00024142322299139236
1035,CHAF1A,G0,0.001796015412643738
1036,CHAF1A,G1,0.0018573107744114207
1037,CHAF1A,G1-G0 transition,0.0014277946035443187
1038,CHAF1A,G2M,0.0010877812536455754
1039,CHAF1A,S,0.0008913806620025437
1040,CHAF1B,G0,0.0005777034307521784
1041,CHAF1B,G1,0.0005953737235656643
1042,CHAF1B,G1-G0 transition,0.000933146293555851
1043,CHAF1B,G2M,0.0002839156578062932
1044,CHAF1B,S,0.00040863055486768294
1045,CHGB,G0,0.015608532328749748
1046,CHGB,G1,0.0036927549029990387
1047,CHGB,G1-G0 transition,0.007982734724976088
1048,CHGB,G2M,0.0014399011891340174
1049,CHGB,S,0.002742182435799013
1050,CHST13,G0,0.00023741949724421005
1051,CHST13,G1,0.0005252422012827763
1052,CHST13,G1-G0 transition,0.00047514866066763366
1053,CHST13,G2M,0.0001769437366187127
1054,CHST13,S,0.00031107373711345413
1055,CIART,G0,0.0003107988509687369
1056,CIART,G1,0.0007034052801810567
1057,CIART,G1-G0 transition,0.0006928019308138062
1058,CIART,G2M,0.0001981667651074414
1059,CIART,S,0.00025641023694852796
1060,CIBAR2,G0,0.00016760075911527399
1061,CIBAR2,G1,0.0006244435068721509
1062,CIBAR2,G1-G0 transition,0.0005512032769600003
1063,CIBAR2,G2M,0.0002034172791165374
1064,CIBAR2,S,0.0002222313241515764
1065,CIDEA,G0,0.0002530321266467083
1066,CIDEA,G1,0.000616866087857218
1067,CIDEA,G1-G0 transition,0.00042784399983544416
1068,CIDEA,G2M,0.00014398506396025534
1069,CIDEA,S,0.0002086910165493712
1070,CIT,G0,0.002988480377874236
1071,CIT,G1,0.0008197565567101483
1072,CIT,G1-G0 transition,0.0016378524799298866
1073,CIT,G2M,0.0006899191893895963
1074,CIT,S,0.0006175091893403454
1075,CKAP2,G0,0.0013985280975722459
1076,CKAP2,G1,0.002898479038116237
1077,CKAP2,G1-G0 transition,0.0017098320910800375
1078,CKAP2,G2M,0.0017032686229438905
1079,CKAP2,S,0.00165627301439073
1080,CKAP2L,G0,0.0006968936352886372
1081,CKAP2L,G1,0.0017568831805608125
1082,CKAP2L,G1-G0 transition,0.004744951389810919
1083,CKAP2L,G2M,0.0030362555537785437
1084,CKAP2L,S,0.0019195210518837388
1085,CKMT2,G0,0.0002591646112764577
1086,CKMT2,G1,0.0005130507140217482
1087,CKMT2,G1-G0 transition,0.00044237807897090815
1088,CKMT2,G2M,0.00018282107470457914
1089,CKMT2,S,0.0002462756654817304
1090,CLDN2,G0,0.0004584052203668972
1091,CLDN2,G1,0.0007743540726704755
1092,CLDN2,G1-G0 transition,0.0009378557597026503
1093,CLDN2,G2M,0.00023045751066938129
1094,CLDN2,S,0.0002829744352020112
1095,CLDN6,G0,0.0023575507699077473
1096,CLDN6,G1,0.001479123555067583
1097,CLDN6,G1-G0 transition,0.0024518940239297983
1098,CLDN6,G2M,0.0006183129475089697
1099,CLDN6,S,0.0006215356812513017
1100,CLDN7,G0,0.0027903133023215163
1101,CLDN7,G1,0.0035038387643580144
1102,CLDN7,G1-G0 transition,0.0014186527246422876
1103,CLDN7,G2M,0.0008945864344014667
1104,CLDN7,S,0.0006855078346730271
1105,CLDN9,G0,0.000584778739308267
1106,CLDN9,G1,0.0006531761628046604
1107,CLDN9,G1-G0 transition,0.0010078849301986147
1108,CLDN9,G2M,0.00021494712291876978
1109,CLDN9,S,0.0002722945477662269
1110,CLEC3B,G0,0.00025922479830776403
1111,CLEC3B,G1,0.0005696914015446356
1112,CLEC3B,G1-G0 transition,0.0005109854022800569
1113,CLEC3B,G2M,0.0001394863906138005
1114,CLEC3B,S,0.00021231091823801634
1115,CLEC4A,G0,0.0
1116,CLEC4A,G1,0.0
1117,CLEC4A,G1-G0 transition,0.0
1118,CLEC4A,G2M,0.0
1119,CLEC4A,S,0.0
1120,CLIC3,G0,0.000667879598791245
1121,CLIC3,G1,0.0008011432387742463
1122,CLIC3,G1-G0 transition,0.0007702731893203439
1123,CLIC3,G2M,0.00020978371622944265
1124,CLIC3,S,0.00034544604308717425
1125,CLIP3,G0,0.0016294511698164858
1126,CLIP3,G1,0.0009545243183688967
1127,CLIP3,G1-G0 transition,0.001148115895659325
1128,CLIP3,G2M,0.00020005515638974987
1129,CLIP3,S,0.00043749396717399287
1130,CLSPN,G0,0.011280342902230678
1131,CLSPN,G1,0.004151718356017009
1132,CLSPN,G1-G0 transition,0.004938213488712989
1133,CLSPN,G2M,0.0018555739527671296
1134,CLSPN,S,0.007851154209606467
1135,CLTRN,G0,0.0006215508248449261
1136,CLTRN,G1,0.0007155518433821045
1137,CLTRN,G1-G0 transition,0.0010850596865123092
1138,CLTRN,G2M,0.0004755895551684998
1139,CLTRN,S,0.0005051976298800958
1140,CMPK2,G0,0.0002325884034518973
1141,CMPK2,G1,0.0006523355264601482
1142,CMPK2,G1-G0 transition,0.0006289239729312748
1143,CMPK2,G2M,0.00025673856830380794
1144,CMPK2,S,0.00025712727700510517
1145,CMTM8,G0,0.0006651629557854947
1146,CMTM8,G1,0.0006040397164403529
1147,CMTM8,G1-G0 transition,0.0009424248839974036
1148,CMTM8,G2M,0.00028459990309967335
1149,CMTM8,S,0.00028701440854872825
1150,CNKSR1,G0,0.00037120666236633643
1151,CNKSR1,G1,0.000626600407321706
1152,CNKSR1,G1-G0 transition,0.0006810236559929915
1153,CNKSR1,G2M,0.00016642086482023208
1154,CNKSR1,S,0.0002943018772016769
1155,CNNM1,G0,0.00023763956335543494
1156,CNNM1,G1,0.0004617911346512846
1157,CNNM1,G1-G0 transition,0.0005780691755722352
1158,CNNM1,G2M,0.0002546540921132328
1159,CNNM1,S,0.0002969888094503837
1160,CNTN1,G0,0.0003198028111960835
1161,CNTN1,G1,0.0006891399145659624
1162,CNTN1,G1-G0 transition,0.0006587693993102263
1163,CNTN1,G2M,0.00018762093408262163
1164,CNTN1,S,0.0003161036438108379
1165,CNTN3,G0,0.0002960848156477273
1166,CNTN3,G1,0.0006429578747741666
1167,CNTN3,G1-G0 transition,0.0005995323843783854
1168,CNTN3,G2M,0.00021647919399966938
1169,CNTN3,S,0.000294352790469048
1170,CNTN4,G0,0.0002638055986183339
1171,CNTN4,G1,0.0005752950507828857
1172,CNTN4,G1-G0 transition,0.0007005140629651497
1173,CNTN4,G2M,0.00023232470523114926
1174,CNTN4,S,0.0003012405132429433
1175,CNTRL,G0,0.0006795338787897717
1176,CNTRL,G1,0.0006956758891214079
1177,CNTRL,G1-G0 transition,0.0009046949741378211
1178,CNTRL,G2M,0.00026471059273822003
1179,CNTRL,S,0.0004770733604856602
1180,COL25A1,G0,0.00023885458087613917
1181,COL25A1,G1,0.0005220489081923897
1182,COL25A1,G1-G0 transition,0.0005829293198624112
1183,COL25A1,G2M,0.0001403327657420437
