,Feature,Class,AbsoluteSHAPValue
2808,LAD1,G2M,0.0003376855693354032
2809,LAD1,S,0.00030756841033358984
2810,LAX1,G0,0.00022487595258424624
2811,LAX1,G1,0.0007000157183943635
2812,LAX1,G1-G0 transition,0.0006524462959889692
2813,LAX1,G2M,0.00022197109462122842
2814,LAX1,S,0.0002490079175023233
2815,LDB2,G0,0.00048362441765432263
2816,LDB2,G1,0.0008094300027648937
2817,LDB2,G1-G0 transition,0.0006317814205326166
2818,LDB2,G2M,0.0002191973985678573
2819,LDB2,S,0.0003751473421603677
2820,LDHD,G0,0.00041902277161463727
2821,LDHD,G1,0.0006254037497509765
2822,LDHD,G1-G0 transition,0.000626639157009605
2823,LDHD,G2M,0.00023650664267596235
2824,LDHD,S,0.0002864155697222761
2825,LDLRAD4,G0,0.0005952239880195934
2826,LDLRAD4,G1,0.0007629900793262517
2827,LDLRAD4,G1-G0 transition,0.0006863192362357967
2828,LDLRAD4,G2M,0.00029948618795486956
2829,LDLRAD4,S,0.00041210399330154955
2830,LEKR1,G0,0.00029092852730787817
2831,LEKR1,G1,0.0005363127606341068
2832,LEKR1,G1-G0 transition,0.0007232734730883502
2833,LEKR1,G2M,0.00018641618128265145
2834,LEKR1,S,0.00028566987312162026
2835,LHX6,G0,0.0002970470704115616
2836,LHX6,G1,0.0006674392088120468
2837,LHX6,G1-G0 transition,0.0005755349758933236
2838,LHX6,G2M,0.00019292973997827394
2839,LHX6,S,0.00022009681951077811
2840,LIPG,G0,0.0002139979568236376
2841,LIPG,G1,0.0005898290436728785
2842,LIPG,G1-G0 transition,0.0006181376154596204
2843,LIPG,G2M,0.00022170035611899892
2844,LIPG,S,0.0002647806318592265
2845,LIPT2,G0,0.0003385572223956536
2846,LIPT2,G1,0.0005761079504886325
2847,LIPT2,G1-G0 transition,0.0005799633873252333
2848,LIPT2,G2M,0.00015616755958373108
2849,LIPT2,S,0.0003256686069353422
2850,LMCD1,G0,0.00040117535553690036
2851,LMCD1,G1,0.0005759581008545823
2852,LMCD1,G1-G0 transition,0.0007261456983132415
2853,LMCD1,G2M,0.0002767229357382962
2854,LMCD1,S,0.0002857507296328384
2855,LMNTD2,G0,0.00020714990771244452
2856,LMNTD2,G1,0.0006759184066914436
2857,LMNTD2,G1-G0 transition,0.0005655607439913281
2858,LMNTD2,G2M,0.00017235588795765073
2859,LMNTD2,S,0.00030433374758185314
2860,LMO2,G0,0.0002275862707220887
2861,LMO2,G1,0.0007595921642898405
2862,LMO2,G1-G0 transition,0.0005073549713737773
2863,LMO2,G2M,0.00020084055650698395
2864,LMO2,S,0.0002655055719750622
2865,LMO3,G0,0.00022939003865859542
2866,LMO3,G1,0.0006513757058259505
2867,LMO3,G1-G0 transition,0.0005406572970260204
2868,LMO3,G2M,0.00018620091471949985
2869,LMO3,S,0.00028558826546556834
2870,LMOD3,G0,0.00024169295031053616
2871,LMOD3,G1,0.00054987741613977
2872,LMOD3,G1-G0 transition,0.0005148976427944073
2873,LMOD3,G2M,0.0002620301910590435
2874,LMOD3,S,0.00030474964218059943
2875,LONRF2,G0,0.00033049426068250897
2876,LONRF2,G1,0.0006925568780417086
2877,LONRF2,G1-G0 transition,0.0006833919650552097
2878,LONRF2,G2M,0.00021012767711924466
2879,LONRF2,S,0.000350631643558056
2880,LPAR3,G0,0.0003183174373269775
2881,LPAR3,G1,0.00045193841598961036
2882,LPAR3,G1-G0 transition,0.0005644285530757681
2883,LPAR3,G2M,0.00019436788225762655
2884,LPAR3,S,0.00028779948380721054
2885,LPL,G0,0.0002402168903556305
2886,LPL,G1,0.0006099556600771249
2887,LPL,G1-G0 transition,0.0005844508812847699
2888,LPL,G2M,0.00025788573382487995
2889,LPL,S,0.00038236583715685004
2890,LRFN5,G0,0.00025423778421005804
2891,LRFN5,G1,0.0006730520923008914
2892,LRFN5,G1-G0 transition,0.0006224215817396208
2893,LRFN5,G2M,0.0001415668737664016
2894,LRFN5,S,0.000167697648079822
2895,LRRC34,G0,0.0004223762792527845
2896,LRRC34,G1,0.0006193677964617753
2897,LRRC34,G1-G0 transition,0.0007831264737724245
2898,LRRC34,G2M,0.00024737507352424077
2899,LRRC34,S,0.0003655499419789575
2900,LRRC36,G0,0.0002453888359670484
2901,LRRC36,G1,0.0005581200732579426
2902,LRRC36,G1-G0 transition,0.0006359003051795461
2903,LRRC36,G2M,0.00017252607812755146
2904,LRRC36,S,0.0002226323264399973
2905,LRRC43,G0,0.0002647105086824379
2906,LRRC43,G1,0.0005046731025309056
2907,LRRC43,G1-G0 transition,0.0005915859168782678
2908,LRRC43,G2M,0.00017197519000020187
2909,LRRC43,S,0.00022702802527960574
2910,LRRC4C,G0,0.0008484256619491715
2911,LRRC4C,G1,0.0005907914599766124
2912,LRRC4C,G1-G0 transition,0.0007513233784506918
2913,LRRC4C,G2M,0.00022609598621875694
2914,LRRC4C,S,0.0004136879215536064
2915,LRRD1,G0,0.0002947452444227591
2916,LRRD1,G1,0.0005308516570321691
2917,LRRD1,G1-G0 transition,0.0005694788515277217
2918,LRRD1,G2M,0.0002444865243800026
2919,LRRD1,S,0.00030539461201701303
2920,LRRTM2,G0,0.00039489494592879283
2921,LRRTM2,G1,0.0005647870737153791
2922,LRRTM2,G1-G0 transition,0.0006535841347213865
2923,LRRTM2,G2M,0.0002085011776644639
2924,LRRTM2,S,0.0003145060759090785
2925,LRRTM3,G0,0.0003117118825474936
2926,LRRTM3,G1,0.0006058066079615248
2927,LRRTM3,G1-G0 transition,0.0005627716423283362
2928,LRRTM3,G2M,0.00018668477682425589
2929,LRRTM3,S,0.00025600160872848337
2930,LRTM2,G0,0.00028505447977883794
2931,LRTM2,G1,0.0006300845095277568
2932,LRTM2,G1-G0 transition,0.0005635820535853368
2933,LRTM2,G2M,0.00014794944223753297
2934,LRTM2,S,0.00024263218059999934
2935,LST1,G0,0.0002812969837233004
2936,LST1,G1,0.0005358693269567214
2937,LST1,G1-G0 transition,0.0007464268254035888
2938,LST1,G2M,0.00020259350194186604
2939,LST1,S,0.0003721003644086335
2940,LTB4R2,G0,0.0003093551290625258
2941,LTB4R2,G1,0.0007522453100753539
2942,LTB4R2,G1-G0 transition,0.0005377494097973931
2943,LTB4R2,G2M,0.00028326457635545927
2944,LTB4R2,S,0.0002898899933553504
2945,LTK,G0,0.00026244125677562743
2946,LTK,G1,0.0006715294377700739
2947,LTK,G1-G0 transition,0.0005252980010296196
2948,LTK,G2M,0.00019869904720845052
2949,LTK,S,0.00031321741414923945
2950,LUM,G0,0.0014996583947075152
2951,LUM,G1,0.001022680917153152
2952,LUM,G1-G0 transition,0.001157157716791439
2953,LUM,G2M,0.00027932225822875514
2954,LUM,S,0.0003863780416825485
2955,LY6G6C,G0,0.00021421930834911464
2956,LY6G6C,G1,0.000500249425276691
2957,LY6G6C,G1-G0 transition,0.0005218215762228602
2958,LY6G6C,G2M,0.00012302062175580033
2959,LY6G6C,S,0.00024121447474788048
2960,LYNX1,G0,0.0003924991244879044
2961,LYNX1,G1,0.0006486484368513478
2962,LYNX1,G1-G0 transition,0.0008525086902723119
2963,LYNX1,G2M,0.0001702052641050753
2964,LYNX1,S,0.0003309789387290446
2965,LYPD6B,G0,0.0003040454959876825
2966,LYPD6B,G1,0.000627080087957907
2967,LYPD6B,G1-G0 transition,0.000860198307863697
2968,LYPD6B,G2M,0.00019612267040032593
2969,LYPD6B,S,0.0003005054611526725
2970,M1AP,G0,0.0002945491032315401
2971,M1AP,G1,0.0007138415492091128
2972,M1AP,G1-G0 transition,0.0006510253420571448
2973,M1AP,G2M,0.00021375132460031574
2974,M1AP,S,0.00029597396851721873
2975,MAB21L3,G0,0.000331171067065312
2976,MAB21L3,G1,0.0005742232906805983
2977,MAB21L3,G1-G0 transition,0.0005375570123879615
2978,MAB21L3,G2M,0.00013676603796099746
2979,MAB21L3,S,0.00030927083614979355
2980,MACC1,G0,0.0002478804911001612
2981,MACC1,G1,0.0005070032487230821
2982,MACC1,G1-G0 transition,0.0005890468499629893
2983,MACC1,G2M,0.0001361619593733617
2984,MACC1,S,0.0003116221610424051
2985,MAFA,G0,0.0004161525406287248
2986,MAFA,G1,0.0006094013025369393
2987,MAFA,G1-G0 transition,0.000706393571359631
2988,MAFA,G2M,0.0003175715069856661
2989,MAFA,S,0.00041477734548987197
2990,MAFB,G0,0.0028977574541654036
2991,MAFB,G1,0.0019878905631436276
2992,MAFB,G1-G0 transition,0.000981968365616037
2993,MAFB,G2M,0.0007892750885685453
2994,MAFB,S,0.0013736306629789988
2995,MAGEL2,G0,0.0003313579600331435
2996,MAGEL2,G1,0.0006738039826096941
2997,MAGEL2,G1-G0 transition,0.0007611094457176234
2998,MAGEL2,G2M,0.0001868028226218557
2999,MAGEL2,S,0.00036648934552622033
3000,MALRD1,G0,0.00024166756622784344
3001,MALRD1,G1,0.0006374343405371077
3002,MALRD1,G1-G0 transition,0.0005132784485601478
3003,MALRD1,G2M,0.0002278659955666356
3004,MALRD1,S,0.00027296517198498416
3005,MAMDC2,G0,0.00021395569579285022
3006,MAMDC2,G1,0.0006683649890459626
3007,MAMDC2,G1-G0 transition,0.0005455957128060877
3008,MAMDC2,G2M,0.00021090369555753453
3009,MAMDC2,S,0.00018929929009234026
3010,MANEAL,G0,0.0002959590190604521
3011,MANEAL,G1,0.0006500800626138907
3012,MANEAL,G1-G0 transition,0.0007012848370083469
3013,MANEAL,G2M,0.0002691913192505006
3014,MANEAL,S,0.00046006898552136824
3015,MAP4K1,G0,0.0002084231701093719
3016,MAP4K1,G1,0.0007402563663014278
3017,MAP4K1,G1-G0 transition,0.0007429075068560296
3018,MAP4K1,G2M,0.0002666475433306336
3019,MAP4K1,S,0.0003733794789266562
3020,MAP6,G0,0.0002698703267215808
3021,MAP6,G1,0.0004583285561427889
3022,MAP6,G1-G0 transition,0.0007461149790003187
3023,MAP6,G2M,0.00017885312649611513
3024,MAP6,S,0.0002172931346482567
3025,MAP7D2,G0,0.00030101794581282866
3026,MAP7D2,G1,0.0006662351818480339
3027,MAP7D2,G1-G0 transition,0.0007078178721327227
3028,MAP7D2,G2M,0.00012274059736246964
3029,MAP7D2,S,0.00031642896160955853
3030,MAPK8IP2,G0,0.00044953499986829035
3031,MAPK8IP2,G1,0.0005809004980803735
3032,MAPK8IP2,G1-G0 transition,0.0006665530077757274
3033,MAPK8IP2,G2M,0.0002059957516991173
3034,MAPK8IP2,S,0.00020877422596363154
3035,MASP1,G0,0.000766849773619876
3036,MASP1,G1,0.0008633165916170367
3037,MASP1,G1-G0 transition,0.0006240775876460242
3038,MASP1,G2M,0.0001771215685955444
3039,MASP1,S,0.00038828457861667684
3040,MASTL,G0,0.00038311504271077714
3041,MASTL,G1,0.00083581323654714
3042,MASTL,G1-G0 transition,0.000861514229944228
3043,MASTL,G2M,0.0005423996872669596
3044,MASTL,S,0.0004550725458085652
3045,MATN1,G0,0.000223752855646508
3046,MATN1,G1,0.0005744953055157508
3047,MATN1,G1-G0 transition,0.0005382823632100844
3048,MATN1,G2M,0.00015223945395699288
3049,MATN1,S,0.00028198369100466264
3050,MBNL3,G0,0.0002782388517740351
3051,MBNL3,G1,0.0007890029404265475
3052,MBNL3,G1-G0 transition,0.0005056440051525811
3053,MBNL3,G2M,0.00014707386663964138
3054,MBNL3,S,0.00041101244814266755
3055,MC4R,G0,0.0002647297082334742
3056,MC4R,G1,0.0006526201616144394
3057,MC4R,G1-G0 transition,0.0006034792423739841
3058,MC4R,G2M,0.00013262894641418482
3059,MC4R,S,0.0002886287230458741
3060,MCM10,G0,0.0009929675475312432
3061,MCM10,G1,0.0020204615877341165
3062,MCM10,G1-G0 transition,0.0026511800257231007
3063,MCM10,G2M,0.0007368548877935908
3064,MCM10,S,0.0013519099059806667
3065,MCM2,G0,0.0031918270817116122
3066,MCM2,G1,0.0013388415038667273
3067,MCM2,G1-G0 transition,0.00375347372152366
3068,MCM2,G2M,0.001477150698694697
3069,MCM2,S,0.0006861384598449943
3070,MCM3,G0,0.013304313109452801
3071,MCM3,G1,0.006954012079268214
3072,MCM3,G1-G0 transition,0.008345299509639225
3073,MCM3,G2M,0.00420607859082358
3074,MCM3,S,0.003175352277222147
3075,MCM4,G0,0.009376315131559973
3076,MCM4,G1,0.0034234226605632623
3077,MCM4,G1-G0 transition,0.007937334180310326
3078,MCM4,G2M,0.0030866095475001448
3079,MCM4,S,0.0018961227613836496
3080,MCM5,G0,0.0083836953959288
3081,MCM5,G1,0.0021996076429860703
3082,MCM5,G1-G0 transition,0.0051720140582239395
3083,MCM5,G2M,0.0007321442332838486
3084,MCM5,S,0.0027557011602958267
3085,MCM6,G0,0.004781371637579974
3086,MCM6,G1,0.001673558950224727
3087,MCM6,G1-G0 transition,0.003970786723995738
3088,MCM6,G2M,0.0008411329753618758
3089,MCM6,S,0.0015663528370682754
3090,MEDAG,G0,0.0001651700917173108
3091,MEDAG,G1,0.0005812850774598505
3092,MEDAG,G1-G0 transition,0.0005490061756069635
3093,MEDAG,G2M,0.00018269281216873017
3094,MEDAG,S,0.00026369743364160523
3095,MEIG1,G0,0.00019568339954556874
3096,MEIG1,G1,0.0005903831599589563
3097,MEIG1,G1-G0 transition,0.0006345624980319645
3098,MEIG1,G2M,0.0002486484262811556
3099,MEIG1,S,0.0002353298128098939
3100,MEIS1,G0,0.0003717768537716926
3101,MEIS1,G1,0.0006999004238335008
3102,MEIS1,G1-G0 transition,0.0010663855294549965
3103,MEIS1,G2M,0.00034153998243144324
3104,MEIS1,S,0.0004235083129448298
3105,MELK,G0,0.0009173273947943068
3106,MELK,G1,0.0008771009463556449
3107,MELK,G1-G0 transition,0.0008696578831663196
3108,MELK,G2M,0.0003929045093812465
3109,MELK,S,0.0015375995083097645
3110,MERTK,G0,0.0006095270024230109
3111,MERTK,G1,0.0005803368445986915
3112,MERTK,G1-G0 transition,0.0006646410022138915
3113,MERTK,G2M,0.00025611156897485166
3114,MERTK,S,0.00031109437024375567
3115,METTL24,G0,0.00021870070487910536
3116,METTL24,G1,0.0006217878081475065
3117,METTL24,G1-G0 transition,0.0006599821459349352
3118,METTL24,G2M,0.0001874798228943599
3119,METTL24,S,0.00037119584644370327
3120,MFSD3,G0,0.000637599479096467
3121,MFSD3,G1,0.0010261406983764641
3122,MFSD3,G1-G0 transition,0.0007815296903955634
3123,MFSD3,G2M,0.0002508093127903251
3124,MFSD3,S,0.0004112478263342735
3125,MGARP,G0,0.0010695593072559914
3126,MGARP,G1,0.00082588251258473
3127,MGARP,G1-G0 transition,0.0009380805120532554
3128,MGARP,G2M,0.00018254016925998973
3129,MGARP,S,0.00044689998532292726
3130,MGP,G0,0.0003418678003872633
3131,MGP,G1,0.000549460397898495
3132,MGP,G1-G0 transition,0.0005857279098378586
3133,MGP,G2M,0.00032711482961594066
3134,MGP,S,0.0002945338648476809
3135,MID1,G0,0.00031491479222322296
3136,MID1,G1,0.0006203557545799101
3137,MID1,G1-G0 transition,0.0008761508046534951
3138,MID1,G2M,0.00025061882303153564
3139,MID1,S,0.0003122076368113337
3140,MID2,G0,0.00028124631929777845
3141,MID2,G1,0.0006298203894853241
3142,MID2,G1-G0 transition,0.0005303954482301581
3143,MID2,G2M,0.0002918373984221815
3144,MID2,S,0.0003569625988958419
3145,MINAR2,G0,0.00028795982425260385
3146,MINAR2,G1,0.0006151712136363735
3147,MINAR2,G1-G0 transition,0.000688535115835932
3148,MINAR2,G2M,0.00029297204681249156
3149,MINAR2,S,0.0003679289616553471
3150,MIS18BP1,G0,0.00033969465768838723
3151,MIS18BP1,G1,0.0007622234677585215
3152,MIS18BP1,G1-G0 transition,0.0007619525958112898
3153,MIS18BP1,G2M,0.00028717214214829117
3154,MIS18BP1,S,0.00034830661417638184
3155,MISP3,G0,0.00028594369222533937
3156,MISP3,G1,0.0005313660614197008
3157,MISP3,G1-G0 transition,0.0007066432308939312
3158,MISP3,G2M,0.00014979752757120695
3159,MISP3,S,0.0003507219802936141
3160,MKI67,G0,0.013825030412153539
3161,MKI67,G1,0.008148901038292489
3162,MKI67,G1-G0 transition,0.0020867357331603286
3163,MKI67,G2M,0.003188692198069986
3164,MKI67,S,0.006022598948392399
3165,MLXIPL,G0,0.00028916235581852003
3166,MLXIPL,G1,0.0006555791581659411
3167,MLXIPL,G1-G0 transition,0.0007487345071083257
3168,MLXIPL,G2M,0.0001896647979343886
3169,MLXIPL,S,0.0003381471982226859
3170,MMP11,G0,0.00030058647345889734
3171,MMP11,G1,0.0007159982367355511
3172,MMP11,G1-G0 transition,0.0005948633288751067
3173,MMP11,G2M,0.00027901371305937684
3174,MMP11,S,0.00030232988807526865
3175,MMP23B,G0,0.0002476263564308694
3176,MMP23B,G1,0.0005919590879260368
3177,MMP23B,G1-G0 transition,0.000667152069864246
3178,MMP23B,G2M,0.0002548773113779782
3179,MMP23B,S,0.00038055474815163696
3180,MMS22L,G0,0.0005411957215682241
3181,MMS22L,G1,0.0009610766510922538
3182,MMS22L,G1-G0 transition,0.0007514031760084208
3183,MMS22L,G2M,0.0003784635748611916
3184,MMS22L,S,0.0005102864088574619
3185,MNS1,G0,0.000417349394594234
3186,MNS1,G1,0.0008554932432006417
3187,MNS1,G1-G0 transition,0.0007022284692596184
3188,MNS1,G2M,0.00038365756005879413
3189,MNS1,S,0.00042079669065112215
3190,MORN5,G0,0.00028754372198786144
3191,MORN5,G1,0.0006121003213749285
3192,MORN5,G1-G0 transition,0.0005354754752886564
3193,MORN5,G2M,0.00018575320132362054
3194,MORN5,S,0.00026250631243954345
3195,MPZ,G0,0.00021667493159955033
3196,MPZ,G1,0.0006221214703180755
3197,MPZ,G1-G0 transition,0.0006236941817405702
3198,MPZ,G2M,0.00014629462890409847
3199,MPZ,S,0.0003204129621797448
3200,MR1,G0,0.0002560647998376648
3201,MR1,G1,0.0007012057712468954
3202,MR1,G1-G0 transition,0.0005677409050867883
3203,MR1,G2M,0.00019614389780721317
3204,MR1,S,0.0002487371989499572
3205,MRO,G0,0.00023720198883331
3206,MRO,G1,0.0006785542629271915
3207,MRO,G1-G0 transition,0.0005976029134226234
3208,MRO,G2M,0.00015504989799694624
3209,MRO,S,0.0001956731467198909
3210,MSS51,G0,0.00021335941436208933
3211,MSS51,G1,0.0005171435125545674
3212,MSS51,G1-G0 transition,0.0005802632787850402
3213,MSS51,G2M,0.00020165529353458357
3214,MSS51,S,0.0003210305518980142
3215,MTFR2,G0,0.0002538051162478042
3216,MTFR2,G1,0.0008062894499397641
3217,MTFR2,G1-G0 transition,0.0008745984445926258
3218,MTFR2,G2M,0.000696772851340231
3219,MTFR2,S,0.00040970095135165315
3220,MTTP,G0,0.00014442810471536072
3221,MTTP,G1,0.00058641820777528
3222,MTTP,G1-G0 transition,0.0005040425815865513
3223,MTTP,G2M,0.00019051251827471077
3224,MTTP,S,0.00023469410208855525
3225,MUC20,G0,0.0003604836760016238
3226,MUC20,G1,0.0006814207874956719
3227,MUC20,G1-G0 transition,0.0004799837783718555
3228,MUC20,G2M,0.00023455554632105408
3229,MUC20,S,0.00040164405433445864
3230,MXD4,G0,0.003282962392062097
3231,MXD4,G1,0.0025993831887700463
3232,MXD4,G1-G0 transition,0.0014094027121013782
3233,MXD4,G2M,0.00028181861409945334
3234,MXD4,S,0.0009868480333072257
3235,MYB,G0,0.000275903393705708
3236,MYB,G1,0.0007333091909859517
3237,MYB,G1-G0 transition,0.0006483470568176975
3238,MYB,G2M,0.0001957099120454281
3239,MYB,S,0.00035843436947585245
3240,MYL7,G0,0.00025026184244841186
3241,MYL7,G1,0.0006374420653011329
3242,MYL7,G1-G0 transition,0.0006461695219441772
3243,MYL7,G2M,0.000242880620130329
3244,MYL7,S,0.0002949120886909966
3245,MYLK2,G0,0.00023015217340101665
3246,MYLK2,G1,0.0005119722332441358
3247,MYLK2,G1-G0 transition,0.0005107250541399939
3248,MYLK2,G2M,0.0002343196500192449
3249,MYLK2,S,0.00029551528478736474
3250,MYLK3,G0,0.00026702936860874905
3251,MYLK3,G1,0.0005285120836825011
3252,MYLK3,G1-G0 transition,0.0006661213733283897
3253,MYLK3,G2M,0.00019577887486480527
3254,MYLK3,S,0.00022898370949112933
3255,MYO15B,G0,0.00027350820326137865
3256,MYO15B,G1,0.0005759070899324938
3257,MYO15B,G1-G0 transition,0.0005734259895363094
3258,MYO15B,G2M,0.0002373371086496914
3259,MYO15B,S,0.0003647226062374002
3260,MYOZ3,G0,0.00039449042781604415
3261,MYOZ3,G1,0.0006652912127325933
3262,MYOZ3,G1-G0 transition,0.0006531687849124672
3263,MYOZ3,G2M,0.00013915330992770052
3264,MYOZ3,S,0.0003050131862624987
3265,MYRIP,G0,0.00024057524219678092
3266,MYRIP,G1,0.0005624569099132065
3267,MYRIP,G1-G0 transition,0.000678100457615732
3268,MYRIP,G2M,0.0001628413346427452
3269,MYRIP,S,0.00030845634901630737
3270,NAALADL1,G0,0.0004745120001470252
3271,NAALADL1,G1,0.0006204250214994385
3272,NAALADL1,G1-G0 transition,0.0006843481535683004
3273,NAALADL1,G2M,0.00019609309639806915
3274,NAALADL1,S,0.0003596308969983488
3275,NACAD,G0,0.00028864448133998703
3276,NACAD,G1,0.0005269037056993037
3277,NACAD,G1-G0 transition,0.0007486452834005929
3278,NACAD,G2M,0.00018547814152462098
3279,NACAD,S,0.0003330600774135887
3280,NCALD,G0,0.00023525084814663167
3281,NCALD,G1,0.0007485569249588056
3282,NCALD,G1-G0 transition,0.000668028947001223
3283,NCALD,G2M,0.00028515861086892335
3284,NCALD,S,0.0003768774911682918
3285,NCAPH,G0,0.00040122908540472893
3286,NCAPH,G1,0.0009310384219285204
3287,NCAPH,G1-G0 transition,0.0013613184661439026
3288,NCAPH,G2M,0.0005068864598905112
3289,NCAPH,S,0.0016011166417583776
3290,NCCRP1,G0,0.00020209586505522478
3291,NCCRP1,G1,0.0005154677750325422
3292,NCCRP1,G1-G0 transition,0.0005490763063262481
3293,NCCRP1,G2M,0.00020327865578657496
3294,NCCRP1,S,0.00027897188611757123
3295,NCF1,G0,0.00022761648081655292
3296,NCF1,G1,0.0006268592165604987
3297,NCF1,G1-G0 transition,0.0004954613099393707
3298,NCF1,G2M,0.00024460832210584487
3299,NCF1,S,0.00023842915884028111
3300,NCKAP1L,G0,0.00023855971353247194
3301,NCKAP1L,G1,0.0005926621961691093
3302,NCKAP1L,G1-G0 transition,0.000586299833745983
3303,NCKAP1L,G2M,0.000215490801263959
3304,NCKAP1L,S,0.0003230904775579607
3305,NDC80,G0,0.001163832374892657
3306,NDC80,G1,0.0012300789785985333
3307,NDC80,G1-G0 transition,0.004101426657429887
3308,NDC80,G2M,0.0011705605225085058
3309,NDC80,S,0.0006331617802795948
3310,NDE1,G0,0.00037074153123078994
3311,NDE1,G1,0.000713872224212548
3312,NDE1,G1-G0 transition,0.0007626443564350788
3313,NDE1,G2M,0.0005850447330136331
3314,NDE1,S,0.0006165246623023
3315,NDRG4,G0,0.0005724344815974953
3316,NDRG4,G1,0.0006088382548657961
3317,NDRG4,G1-G0 transition,0.0007214192521628334
3318,NDRG4,G2M,0.00025797593187639617
3319,NDRG4,S,0.0003130162303830117
3320,NDUFA4L2,G0,0.00040058071271385743
3321,NDUFA4L2,G1,0.0005679808832596208
3322,NDUFA4L2,G1-G0 transition,0.0006990890114680452
3323,NDUFA4L2,G2M,0.00017354828364753784
3324,NDUFA4L2,S,0.00027556000736442645
3325,NECAB2,G0,0.0007316897680791614
3326,NECAB2,G1,0.0008228435319578874
3327,NECAB2,G1-G0 transition,0.000715468779731788
3328,NECAB2,G2M,0.00022018579170474272
3329,NECAB2,S,0.0003034050234934494
3330,NEIL3,G0,0.00023067205246619083
3331,NEIL3,G1,0.0008275005656968856
3332,NEIL3,G1-G0 transition,0.0006361600704427774
3333,NEIL3,G2M,0.00037194124567208265
3334,NEIL3,S,0.0005219013847049367
3335,NEK2,G0,0.00047698430162706286
3336,NEK2,G1,0.0017800031287316534
3337,NEK2,G1-G0 transition,0.0018325800771765446
3338,NEK2,G2M,0.0006582115831726468
3339,NEK2,S,0.0014462917461707577
3340,NEURL1B,G0,0.0005521659083464783
3341,NEURL1B,G1,0.0013331420027076126
3342,NEURL1B,G1-G0 transition,0.0007011874810496759
3343,NEURL1B,G2M,0.0006155939247358853
3344,NEURL1B,S,0.00028483779568858487
3345,NEUROD2,G0,0.002302079432995027
3346,NEUROD2,G1,0.0012413866400199014
3347,NEUROD2,G1-G0 transition,0.0014363774684976488
3348,NEUROD2,G2M,0.00025742208890568743
3349,NEUROD2,S,0.0007969201236183909
3350,NFE2,G0,0.00023249019380442045
3351,NFE2,G1,0.0007069174044601071
3352,NFE2,G1-G0 transition,0.0006018076391936982
3353,NFE2,G2M,0.00019818181414078405
3354,NFE2,S,0.00035841143155757537
3355,NGF,G0,0.00042211517302401025
3356,NGF,G1,0.0005190142783999684
3357,NGF,G1-G0 transition,0.0007226004930603004
3358,NGF,G2M,0.00029199798172142226
3359,NGF,S,0.00042198901774248077
3360,NGFR,G0,0.00024797547530784625
3361,NGFR,G1,0.0005580630979621172
3362,NGFR,G1-G0 transition,0.0006326379907113189
3363,NGFR,G2M,0.0001826463615759846
3364,NGFR,S,0.0002950901831055544
3365,NHLH1,G0,0.00023929214341764774
3366,NHLH1,G1,0.0006283261058991887
3367,NHLH1,G1-G0 transition,0.0005887348783811647
3368,NHLH1,G2M,0.00022426408569248705
3369,NHLH1,S,0.000337260202119993
3370,NIM1K,G0,0.0002488283067410107
3371,NIM1K,G1,0.0005667630729503356
3372,NIM1K,G1-G0 transition,0.0005264395571521358
3373,NIM1K,G2M,0.00023686429811525082
3374,NIM1K,S,0.00022387086188589114
3375,NKAIN4,G0,0.00020561381044475005
3376,NKAIN4,G1,0.0004852539299865626
3377,NKAIN4,G1-G0 transition,0.0005777813972814463
3378,NKAIN4,G2M,0.00014470965481958644
3379,NKAIN4,S,0.00030539521501373135
3380,NKAPL,G0,0.0002425541196718233
3381,NKAPL,G1,0.0006892102692564471
3382,NKAPL,G1-G0 transition,0.0004905269315041551
3383,NKAPL,G2M,0.00024036983151099026
3384,NKAPL,S,0.00034343085304560603
3385,NKPD1,G0,0.0003032476157949418
3386,NKPD1,G1,0.0007376494672702596
3387,NKPD1,G1-G0 transition,0.0006656616765449049
3388,NKPD1,G2M,0.00017598446158254797
3389,NKPD1,S,0.0003385426107865767
3390,NLGN3,G0,0.00033474683542016027
3391,NLGN3,G1,0.0006166402970411545
3392,NLGN3,G1-G0 transition,0.0005984929441313132
3393,NLGN3,G2M,0.0002136909838440826
3394,NLGN3,S,0.00030135157761576484
3395,NMNAT3,G0,0.0002678957814247975
3396,NMNAT3,G1,0.0006502970118270514
3397,NMNAT3,G1-G0 transition,0.0005287774796730359
3398,NMNAT3,G2M,0.00019159953179475372
3399,NMNAT3,S,0.0003554070232819337
3400,NOX4,G0,0.0002174875642324351
3401,NOX4,G1,0.0005874242040626075
3402,NOX4,G1-G0 transition,0.0006021663559920418
3403,NOX4,G2M,0.00023281105889057927
3404,NOX4,S,0.00029852236231795565
3405,NOXRED1,G0,0.00020343427221835265
3406,NOXRED1,G1,0.0005763115681399185
3407,NOXRED1,G1-G0 transition,0.0006767739429749028
3408,NOXRED1,G2M,0.00023144717741106237
3409,NOXRED1,S,0.00023623838185027866
3410,NPAS4,G0,0.00019725170743813293
3411,NPAS4,G1,0.0006674824151043106
3412,NPAS4,G1-G0 transition,0.0006026878280663192
3413,NPAS4,G2M,0.00021731875480642367
3414,NPAS4,S,0.000288757144149643
3415,NPM2,G0,0.0002281430026893936
3416,NPM2,G1,0.00044783243837035147
3417,NPM2,G1-G0 transition,0.0005280415625070899
3418,NPM2,G2M,0.00023065251326884987
3419,NPM2,S,0.0002549159359377994
3420,NPR1,G0,0.0001946591502927589
